"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Nov 03 12:57:04 IST 2022","Thu Nov 03 12:57:04 IST 2022","450","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""tim burton""",""
"failed","Thu Nov 03 12:29:19 IST 2022","Thu Nov 03 12:29:38 IST 2022","18365","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""drone""",""
"failed","Thu Nov 03 12:38:25 IST 2022","Thu Nov 03 12:38:51 IST 2022","26403","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""school bus""",""
"failed","Thu Nov 03 12:57:12 IST 2022","Thu Nov 03 12:57:12 IST 2022","425","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""vibing - slang""",""
"failed","Thu Nov 03 12:54:39 IST 2022","Thu Nov 03 12:54:39 IST 2022","572","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""scorsese""",""
"failed","Thu Nov 03 12:48:45 IST 2022","Thu Nov 03 12:48:46 IST 2022","797","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""divine""",""
"passed","Thu Nov 03 12:50:22 IST 2022","Thu Nov 03 12:50:34 IST 2022","12186","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""feeling""",""
"passed","Thu Nov 03 12:23:54 IST 2022","Thu Nov 03 12:24:06 IST 2022","12697","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""beauty shot""",""
"failed","Thu Nov 03 12:24:06 IST 2022","Thu Nov 03 12:24:07 IST 2022","221","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""beyonce""",""
"failed","Thu Nov 03 12:42:51 IST 2022","Thu Nov 03 12:42:52 IST 2022","795","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""tim burton""",""
"passed","Thu Nov 03 12:23:40 IST 2022","Thu Nov 03 12:23:54 IST 2022","13303","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""autumn leaves""",""
"failed","Thu Nov 03 12:51:11 IST 2022","Thu Nov 03 12:51:12 IST 2022","684","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""graphical loop""",""
"passed","Thu Nov 03 12:40:27 IST 2022","Thu Nov 03 12:40:58 IST 2022","30328","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""spinning""",""
"passed","Thu Nov 03 12:40:58 IST 2022","Thu Nov 03 12:41:24 IST 2022","26364","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""street style""",""
"failed","Thu Nov 03 12:42:47 IST 2022","Thu Nov 03 12:42:51 IST 2022","3756","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""tiktok""",""
"failed","Thu Nov 03 12:27:29 IST 2022","Thu Nov 03 12:27:50 IST 2022","21316","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""coffee berries""",""
"failed","Thu Nov 03 12:48:26 IST 2022","Thu Nov 03 12:48:29 IST 2022","3511","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""cherry blossom""",""
"failed","Thu Nov 03 12:37:12 IST 2022","Thu Nov 03 12:37:16 IST 2022","4016","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""overweight""",""
"failed","Thu Nov 03 12:41:55 IST 2022","Thu Nov 03 12:42:00 IST 2022","4126","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""sustainability""",""
"failed","Thu Nov 03 12:45:54 IST 2022","Thu Nov 03 12:45:55 IST 2022","1178","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""amazing view/scenery""",""
"passed","Thu Nov 03 12:53:31 IST 2022","Thu Nov 03 12:53:52 IST 2022","21086","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""old school""",""
"passed","Thu Nov 03 12:26:03 IST 2022","Thu Nov 03 12:26:26 IST 2022","22189","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""busy""",""
"failed","Thu Nov 03 12:28:09 IST 2022","Thu Nov 03 12:28:12 IST 2022","2514","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""cyberpunk""",""
"passed","Thu Nov 03 12:54:16 IST 2022","Thu Nov 03 12:54:26 IST 2022","9930","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""powerful""",""
"failed","Thu Nov 03 12:31:53 IST 2022","Thu Nov 03 12:32:14 IST 2022","20494","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""fool around  slang""",""
"passed","Thu Nov 03 12:36:09 IST 2022","Thu Nov 03 12:36:31 IST 2022","22335","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""modern dance""",""
"failed","Thu Nov 03 12:57:45 IST 2022","Thu Nov 03 12:57:46 IST 2022","897","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""wireframe""",""
"passed","Thu Nov 03 12:51:40 IST 2022","Thu Nov 03 12:52:01 IST 2022","21883","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""holding hands""",""
"passed","Thu Nov 03 12:34:47 IST 2022","Thu Nov 03 12:35:06 IST 2022","19392","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""lights in a tunnel""",""
"failed","Thu Nov 03 12:54:15 IST 2022","Thu Nov 03 12:54:16 IST 2022","398","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""pop colture""",""
"passed","Thu Nov 03 12:47:58 IST 2022","Thu Nov 03 12:48:22 IST 2022","23996","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""busy""",""
"passed","Thu Nov 03 12:39:55 IST 2022","Thu Nov 03 12:40:24 IST 2022","28616","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""space""",""
"failed","Thu Nov 03 12:57:12 IST 2022","Thu Nov 03 12:57:28 IST 2022","16093","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""vj""",""
"passed","Thu Nov 03 12:55:16 IST 2022","Thu Nov 03 12:55:34 IST 2022","17619","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""snack""",""
"failed","Thu Nov 03 12:35:31 IST 2022","Thu Nov 03 12:35:49 IST 2022","18413","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""melting statue""",""
"failed","Thu Nov 03 12:42:52 IST 2022","Thu Nov 03 12:42:52 IST 2022","702","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""time""",""
"failed","Thu Nov 03 12:52:11 IST 2022","Thu Nov 03 12:52:15 IST 2022","3399","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""innocent""",""
"failed","Thu Nov 03 12:42:25 IST 2022","Thu Nov 03 12:42:26 IST 2022","1010","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""tecnology""",""
"failed","Thu Nov 03 12:42:00 IST 2022","Thu Nov 03 12:42:19 IST 2022","19882","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""tea pot""",""
"failed","Thu Nov 03 12:33:51 IST 2022","Thu Nov 03 12:34:13 IST 2022","21707","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""having fun""",""
"failed","Thu Nov 03 12:45:52 IST 2022","Thu Nov 03 12:45:53 IST 2022","1197","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""Eye Candy""",""
"failed","Thu Nov 03 12:56:58 IST 2022","Thu Nov 03 12:56:59 IST 2022","1238","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""the big bang""",""
"failed","Thu Nov 03 12:23:25 IST 2022","Thu Nov 03 12:23:25 IST 2022","306","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""artgrid""",""
"passed","Thu Nov 03 12:27:09 IST 2022","Thu Nov 03 12:27:29 IST 2022","20298","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""climate change""",""
"failed","Thu Nov 03 12:50:15 IST 2022","Thu Nov 03 12:50:18 IST 2022","2418","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""empty train""",""
"failed","Thu Nov 03 12:54:26 IST 2022","Thu Nov 03 12:54:26 IST 2022","483","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""reverb""",""
"passed","Thu Nov 03 12:48:47 IST 2022","Thu Nov 03 12:49:09 IST 2022","21490","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""dramatic""",""
"failed","Thu Nov 03 12:43:01 IST 2022","Thu Nov 03 12:43:04 IST 2022","2479","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""vibing - slang""",""
"failed","Thu Nov 03 12:45:44 IST 2022","Thu Nov 03 12:45:52 IST 2022","7428","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""youtube""",""
"passed","Thu Nov 03 12:30:41 IST 2022","Thu Nov 03 12:31:02 IST 2022","20463","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""empty train""",""
"failed","Thu Nov 03 12:28:12 IST 2022","Thu Nov 03 12:28:13 IST 2022","1573","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""divine""",""
"failed","Thu Nov 03 12:23:10 IST 2022","Thu Nov 03 12:23:22 IST 2022","12379","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""abstract visuals""",""
"failed","Thu Nov 03 12:34:40 IST 2022","Thu Nov 03 12:34:41 IST 2022","690","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""humanity""",""
"passed","Thu Nov 03 12:52:40 IST 2022","Thu Nov 03 12:52:59 IST 2022","19323","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""mobile""",""
"passed","Thu Nov 03 12:37:56 IST 2022","Thu Nov 03 12:38:25 IST 2022","28903","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""running water""",""
"failed","Thu Nov 03 12:52:34 IST 2022","Thu Nov 03 12:52:39 IST 2022","5277","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""master""",""
"failed","Thu Nov 03 12:57:28 IST 2022","Thu Nov 03 12:57:31 IST 2022","2048","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""wandering city""",""
"passed","Thu Nov 03 12:52:01 IST 2022","Thu Nov 03 12:52:10 IST 2022","9011","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""homeless""",""
"passed","Thu Nov 03 12:26:30 IST 2022","Thu Nov 03 12:26:49 IST 2022","18360","Footage | Search term | AI | Vespa semantical tests","vespa | Footage | Search term","","","","Verify search term = ""cherry blossom""",""
"failed","Thu Nov 03 12:56:59 IST 2022","Thu Nov 03 12:57:04 IST 2022","4542","Footage | Search term | AI | Vespa semantical tests","azure | Footage | Search term","","","","Verify search term = ""tiktok""",""
